"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"27-Jan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28-Jan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29-Jan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30-Jan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31-Jan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48307883739471,0,0
"2-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39356589317322,0,0,0,0,0,0,0,0,0
"11-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5083235502243
"12-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34950661659241,0,0,0,0,0,0,0,0
"15-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26-Feb",0,0,0,0,0,0,0,1.21408534049988,0,0,0,1.14302897453308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28-Feb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29-Feb",,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
"1-Mar",0,0,0,0,0,0,0,0.0104654189199209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274111982434988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Mar",0,0,0,0,0,0,0,0.0209308378398418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Mar",0,0,0,0,0,0,0,0.0209308378398418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630382671952248,0,0,0,0
"17-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690097287297249,0,0,0,0,0,0,0.0306278206408024,0,0,0,0,0
"18-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705481767654419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0.164738893508911,0,0,0,1.78060114383698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22-Mar",0,0,0,0,0,0,0,0,0,1.47943353652954,0,0,0.823694467544556,0.297574102878571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23-Mar",0.390465587377548,0,0,0,0,0,0,0,0,0,0,0,0.823694467544556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09264612197876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09264612197876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,4.46457767486572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,2.23228883743286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31-Mar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62066984176636,0,0,0,0,4.4832878112793
"1-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37243366241455,0,8.44816780090332,0,0,0,0,0
"2-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Apr",0,0,0,0,0,0,0,0,0,4.10885858535767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Apr",0,0,0,0,0,0,0,0,0,6.72706127166748,0,0,0,0,3.1324315071106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79431247711182,4.40690088272095,0,0
"6-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73037624359131,0,0,0
"8-Apr",0,17.140697479248,0,0,0,0,0,0,0,0,0,0,0,0,5.70538139343262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1911277770996,0,0,0
"10-Apr",0,0,0,0,0,0,5.64258241653442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02079772949219,0,0,0,0,0,0,0,0,3.23608803749084,0
"11-Apr",0,0,0,0,0,0,5.34466886520386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02074074745178,0,7.4306206703186,0,0,0,0,0,0,0,0
"12-Apr",0,0,0,0,0,0,4.0085015296936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13-Apr",10.9234476089478,0,0,0,0,0,1.33616721630096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04010581970215,0,0,6.27871322631836
"14-Apr",0,0,5.2305588722229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8679304122925,0,0,0,0,0,0,0,14.8612413406372,0,0,0,0,0,0,0,0
"15-Apr",0,0,5.2305588722229,0,4.60620307922363,0,0,21.727029800415,0,0,0,0,0,0,4.03931713104248,19.6181488037109,0,0,10.8679304122925,0,0,0,0,0,0,2.78312659263611,0,0,0,0,4.89444589614868,0,5.1160135269165,0,0
"16-Apr",0,0,0,0,4.33665418624878,0,0,0,0,0,0,3.41280579566956,0,0,0,0,0,0,0,0,0,0,0,10.2275400161743,0,0,5.89373636245728,0,0,0,0,0,0,0,5.94384956359863
"17-Apr",11.2681245803833,0,0,0,0,17.1793231964111,0,0,0,0,0,3.41280579566956,0,0,0,0,0,0,0,0,0,0,6.19577884674072,10.2275400161743,0,0,0,0,0,0,0,0,0,0,0
"18-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,17.2905235290527,0,0,0,0,0,0,0,0,0,10.2275400161743,0,0,0,0,0,0,0,0,0,0,0
"19-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2840061187744,5.45803737640381,0,0,0,0,0,0,0,0,0
"20-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49672508239746,0
"21-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14629411697388,15.4854717254639,0,0,0,0,0,0,7.01501560211182,0,0,0,0,0,0,2.53433537483215,0,0,0
"22-Apr",0,0,0,7.82921504974365,4.33643054962158,0,0,0,0,0,0,0,0,0,0,0,15.4388828277588,15.4854717254639,0,0,0,12.5414152145386,4.98314428329468,0,0,0,0,0,0,0,0,0,0,0,0
"23-Apr",0,0,0,0,0,0,0,0,0,0,0,2.66554498672485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7672576904297,0,0,0,0
"24-Apr",0,0,10.4863185882568,2.60973834991455,0,0,0,0,0,0,0,2.66554498672485,0,0,0,0,5.14629411697388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25-Apr",0,0,0,5.2194766998291,0,0,0,0,0,2.16799879074097,0,0,0,0,0,0,5.14629411697388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5687961578369,0,0,0,9.28830432891846,0,0,0,0,0,0
"27-Apr",0,0,0,0,0,0,0,0,0,0,8.17569732666016,3.59415602684021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28-Apr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38362169265747,0,0,0,0,3.0360107421875,0,0,3.0961012840271,0,0,0,0,0,0
"29-Apr",0,0,0,0,0,0,0,0,17.3315925598145,0,24.5270900726318,0,12.4420967102051,0,0,0,0,0,0,17.1231231689453,4.95797777175903,0,0,0,0,14.4231872558594,0,9.57186222076416,0,0,0,0,0,0,0
"30-Apr",0,0,6.45737791061401,0,0,0,0,0,0,0,8.17569732666016,0,0,0,0,0,0,0,0,0,0,0,6.86089515686035,0,0,0,0,0,0,0,0,0,0,0,0
"1-May",0,0,0,0,0,0,0,0,0,0,0,0,21.5378456115723,0,0,0,0,0,0,12.4465780258179,0,0,0,0,0,0,0,8.49137020111084,0,0,0,0,0,0,0
"2-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.890754699707,0,0,0,0,0,0,0,0,0,0,15.9732713699341,0,40.8842620849609,0,0
"3-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0161113739014,0,0,0,0,8.49137020111084,0,0,0,0,0,0,0
"4-May",0,10.8338012695312,6.47300672531128,0,0,0,0,0,0,0,0,0,0,0,15.4460458755493,0,0,0,8.63416385650635,0,0,0,0,0,0,0,0,0,0,13.1038446426392,0,0,0,0,0
"5-May",24.7154293060303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2683277130127,0,0,0,0,0,0,0,0,0,12.9647159576416,13.1038446426392,0,10.7879505157471,0,19.0142955780029,0
"6-May",0,0,0,17.5395526885986,0,0,0,0,0,0,0,0,15.5111246109009,0,8.95746326446533,0,0,0,7.99668264389038,0,0,0,0,0,0,0,0,0,0,0,0,5.87002468109131,0,0,11.6021203994751
"7-May",16.3223457336426,0,0,0,0,0,0,0,0,0,0,0,0,8.53044128417969,0,15.3996686935425,0,0,7.99668264389038,0,5.95250177383423,0,0,0,0,0,0,0,0,0,0,5.87002468109131,0,0,0
"8-May",0,0,0,17.5395526885986,0,0,0,0,0,0,0,0,0,8.53044128417969,0,0,0,0,0,0,13.6057186126709,0,0,0,0,0,26.1281547546387,0,0,0,0,0,0,0,0
"9-May",0,0,0,0,0,0,0,0,0,10.2054882049561,14.1590423583984,0,0,8.53044128417969,8.95746326446533,0,0,0,7.99668264389038,0,0,0,13.9890813827515,0,0,0,0,0,0,0,13.4814920425415,0,0,0,0
"10-May",0,0,6.84210920333862,0,0,0,0,0,0,0,0,0,0,0,8.95746326446533,0,0,0,0,12.1356506347656,11.9050035476685,0,0,0,0,0,0,0,0,0,0,0,0,17.1076049804688,0
"11-May",18.0147819519043,0,0,0,0,0,0,0,34.0317306518555,0,0,0,0,0,0,0,0,0,0,6.22516775131226,11.2318620681763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12-May",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3867025375366,12.4503355026245,11.2318620681763,0,0,0,0,15.1132011413574,22.8418064117432,0,0,0,0,0,0,0,0
"13-May",0,0,0,0,0,0,0,0,0,0,0,12.0896196365356,0,0,0,0,0,0,12.3867025375366,0,0,0,14.8754758834839,0,0,0,7.61393547058105,0,0,0,8.9324369430542,0,0,0,16.76513671875
"14-May",0,12.7426404953003,0,0,0,0,0,0,0,6.56410598754883,15.8221406936646,0,0,0,0,22.1605644226074,0,0,0,0,0,12.8413724899292,14.8754758834839,8.5444393157959,0,15.1132011413574,0,6.12882614135742,9.56405830383301,0,8.9324369430542,0,0,0,0
"15-May",0,5.57490491867065,0,0,0,0,0,0,0,19.6923179626465,0,0,0,0,0,0,0,0,0,0,0,38.5241165161133,17.000545501709,17.0888786315918,0,0,7.61393547058105,14.0087451934814,0,0,0,0,0,20.1055011749268,0
"16-May",0,0,0,0,0,0,0,12.1011714935303,9.09607791900635,0,0,0,0,12.2552061080933,0,0,0,0,0,11.9847116470337,0,6.67558193206787,0,5.78042793273926,0,0,0,0,7.17085409164429,0,9.72395515441895,0,0,0,16.2599468231201
"17-May",0,4.08273077011108,0,21.2965221405029,3.31735706329346,0,0,24.2023429870605,0,0,0,0,0,0,30.8106079101562,0,0,8.10108375549316,0,23.9694232940674,0,26.7023277282715,0,5.78042793273926,0,0,0,15.1335010528564,0,0,14.5859327316284,0,0,0,0
"18-May",0,0,0,0,3.31735706329346,0,5.05944776535034,0,0,0,0,8.51013565063477,0,0,0,0,0,0,0,0,15.0570487976074,0,11.6022062301636,0,0,0,16.6910228729248,0,0,0,4.86197757720947,0,0,0,8.12997341156006
"19-May",0,4.08273077011108,3.40536499023438,0,0,0,5.05944776535034,36.3035163879395,9.09607791900635,0,0,25.5304088592529,0,0,0,14.0891580581665,17.9776992797852,8.10108375549316,0,0,0,0,11.6022062301636,28.9021377563477,0,0,0,0,0,21.5031089782715,0,0,0,0,0
"20-May",0,0,6.81072998046875,0,6.63471412658691,0,0,0,18.1921558380127,0,12.16064453125,0,0,0,0,0,10.2729721069336,48.606502532959,13.3124942779541,0,0,0,0,5.78042793273926,0,0,0,0,0,0,4.86197757720947,14.0349893569946,0,0,0
"21-May",0,0,0,0,3.16524529457092,0,0,0,7.75911617279053,0,0,12.8982725143433,13.2298316955566,16.286003112793,0,5.0209059715271,0,0,10.1981315612793,0,0,6.22624731063843,0,0,8.4979887008667,0,0,0,0,0,7.97397327423096,9.09556007385254,0,0,0
"22-May",0,2.87616300582886,3.1206738948822,0,6.33049058914185,25.7403259277344,0,34.4776573181152,7.75911617279053,0,0,0,6.61491584777832,0,0,10.0418119430542,0,0,10.1981315612793,0,0,12.4524946212769,0,0,8.4979887008667,0,0,0,0,0,7.97397327423096,0,0,0,0
"23-May",0,2.87616300582886,0,4.61373949050903,6.33049058914185,0,0,0,0,16.4638500213623,0,0,0,0,0,10.0418119430542,0,0,0,0,0,0,10.5795278549194,9.49908924102783,0,21.1532764434814,4.98458623886108,9.30423641204834,7.67682600021362,0,7.97397327423096,0,0,0,0
"24-May",0,8.62848854064941,0,3.88466835021973,12.6609811782837,0,0,0,7.75911617279053,0,0,0,0,0,0,10.0418119430542,0,0,0,11.4726152420044,0,0,0,0,8.4979887008667,0,9.96917247772217,0,15.3536520004272,35.959156036377,0,0,37.7255249023438,0,0
"25-May",0,0,0,2.99976587295532,9.49573612213135,0,0,0,0,0,0,0,0,0,7.00359296798706,0,0,7.66975355148315,0,22.9452304840088,14.0590000152588,6.22624731063843,0,0,0,0,0,0,0,17.9795780181885,0,0,0,0,0
"26-May",25.0458526611328,0,0,7.81316614151001,8.08042526245117,0,11.4203042984009,0,0,0,0,0,9.77884864807129,0,8.40024757385254,0,0,6.81760692596436,0,0,0,9.9399938583374,0,7.45353174209595,0,0,0,0,0,0,6.2037935256958,15.295916557312,0,0,0
"27-May",0,0,0,9.53312873840332,0,0,3.80676794052124,0,0,0,12.0435218811035,0,9.77884864807129,14.8371620178223,0,0,0,13.6352138519287,0,6.51772260665894,16.1373710632324,0,0,7.45353174209595,17.0085945129395,19.2871227264404,0,0,6.93279981613159,0,12.4075870513916,15.295916557312,0,0,0
"28-May",0,0,8.90822696685791,0,0,0,0,0,0,0,0,0,0,0,8.40024757385254,0,19.188793182373,0,0,13.0354452133179,5.3791241645813,0,0,29.8141269683838,17.0085945129395,9.64356136322021,0,9.49279117584229,13.8655996322632,0,6.2037935256958,0,0,0,0
"29-May",0,10.1348295211792,8.90822696685791,0,0,0,0,0,0,9.65111446380615,0,0,9.77884864807129,7.41858100891113,8.40024757385254,0,16.7901935577393,6.81760692596436,0,0,0,0,0,22.360595703125,0,0,0,0,13.8655996322632,0,0,15.295916557312,0,0,0
"30-May",12.5229263305664,0,0,6.41319465637207,0,0,11.4203042984009,0,0,9.65111446380615,12.0435218811035,0,0,0,0,0,0,0,19.8541679382324,0,18.4427108764648,0,0,0,0,19.2871227264404,22.4321308135986,0,0,0,6.2037935256958,0,0,0,11.8067932128906
